order_id,order_date,shipped_date,status,comments,order_amount,customer_id,store_id
O3349151,2022-11-21,2022-11-22,completed,,99.98,1787308,S183
O3350155,2022-05-17,2022-05-18,completed,,74.46,7891266,S406
O3350473,2022-02-01,2022-02-02,completed,,57.81,5123667,S386
O3350683,2022-02-21,2022-02-23,completed,Holiday Promotion,84.3,4976028,S400
O3351412,2022-02-28,2022-03-01,completed,,63.24,7585066,S243
O3352945,2022-09-21,2022-09-23,completed,,60.58,5568477,S272
O3352992,2022-11-22,2022-11-23,completed,,94.92,3688543,S483
O3354004,2022-09-12,2022-09-14,completed,,60.57,1280472,S43
O3355003,2022-02-16,2022-02-18,completed,,61.58,7443791,S195
O3356199,2022-08-20,2022-08-22,completed,,48.23,4686798,S293
O3358430,2022-07-12,2022-07-14,completed,,97.8,8259287,S394
O3361125,2022-10-09,2022-10-11,completed,,80.25,1847560,S78
O3361448,2022-12-19,2022-12-21,completed,,94.81,5945778,S256
O3362236,2022-08-08,2022-08-09,abandoned,,69.99,1418205,S26
O3362402,2022-05-22,2022-05-24,completed,,73.68,2267541,S475
O3363864,2022-06-25,2022-06-29,completed,,77.17,5447561,S132
O3364177,2022-08-06,2022-08-10,completed,,118.51,7760067,S347
O3364874,2022-01-14,2022-01-18,completed,,77.56,8000322,S316
O3364967,2022-05-28,2022-06-01,completed,,83.86,5181454,S324
O3365365,2022-05-29,2022-05-31,canceled,,89.32,2227632,S350
O3365678,2022-08-05,2022-08-09,completed,,83.94,4617973,S441
O3365978,2022-03-15,2022-03-16,completed,,79.14,1651157,S7
O3366685,2022-10-05,2022-10-06,completed,,72.03,1153334,S236
O3366957,2022-08-10,2022-08-12,completed,,61.09,9932641,S454
O3368190,2022-01-01,2022-01-03,completed,Holiday Promotion,78.05,4607784,S270
O3368223,2022-07-04,2022-07-05,completed,Holiday Promotion,65.22,1846999,S327
O3369184,2022-04-16,2022-04-20,completed,,64.38,9583841,S206
O3369297,2022-08-13,2022-08-15,completed,,104.52,6010235,S20
O3370126,2022-05-08,2022-05-10,completed,,75.97,8822701,S188
O3372561,2022-10-14,2022-10-18,completed,,83.49,3615810,S385
O3373624,2022-12-03,2022-12-05,completed,,223.34,4081656,S471
O3375481,2022-09-02,2022-09-06,completed,,85.0,4452434,S141
O3376698,2022-03-06,2022-03-07,completed,,72.54,3437089,S306
O3376919,2022-10-02,2022-10-03,completed,,65.98,6717022,S333
O3377862,2022-06-19,2022-06-21,completed,Holiday Promotion,166.89,5649841,S87
O3379966,2022-01-11,2022-01-12,completed,,78.11,3456574,S394
O3381310,2022-08-14,2022-08-15,completed,,266.31,6420412,S294
O3382177,2022-06-15,2022-06-16,completed,,66.13,5062231,S96
O3384755,2022-09-08,2022-09-13,completed,,105.13,4692843,S351
O3388301,2022-07-21,2022-07-26,abandoned,,83.97,6436471,S358
O3388896,2022-09-02,2022-09-06,completed,,69.3,6865523,S421
O3389715,2022-10-15,2022-10-19,completed,,90.23,2445583,S235
O3392387,2022-07-03,2022-07-07,completed,,66.6,4976028,S190
O3392436,2022-03-16,2022-03-17,completed,,82.23,7405531,S460
O3392786,2022-10-13,2022-10-18,completed,,75.27,4617973,S73
O3395213,2022-06-05,2022-06-07,completed,,43.11,8840832,S248
O3400659,2022-01-16,2022-01-18,abandoned,,97.59,1153334,S129
O3403581,2022-04-22,2022-04-26,completed,,113.38,8987058,S375
O3403912,2022-12-25,2022-12-27,completed,Holiday Promotion,157.71,1384106,S326
O3405501,2022-12-19,2022-12-21,completed,,47.98,9937113,S112
O3406061,2022-07-06,2022-07-07,completed,,79.7,4914205,S68
O3407451,2022-07-16,2022-07-18,abandoned,,81.19,8932081,S368
O3407473,2022-04-19,2022-04-20,completed,,48.42,2773931,S341
O3408295,2022-09-19,2022-09-21,completed,,57.49,1517277,S31
O3408743,2022-06-24,2022-06-28,completed,,77.77,1560378,S322
O3409663,2022-12-27,2022-12-29,completed,,200.61,6420412,S171
O3410089,2022-08-07,2022-08-08,completed,,79.81,7527962,S445
O3412712,2022-03-16,2022-03-18,completed,,53.18,4548639,S452
O3413930,2022-04-15,2022-04-19,completed,,72.52,5743979,S377
O3414028,2022-04-11,2022-04-13,completed,,77.39,3809926,S260
O3414639,2022-09-10,2022-09-14,completed,,96.94,6798847,S340
O3416133,2022-10-25,2022-10-27,completed,,79.76,8822701,S257
O3416959,2022-04-13,2022-04-14,completed,,83.79,4091590,S436
O3417718,2022-02-16,2022-02-17,completed,,66.8,8430453,S11
O3419309,2022-08-01,2022-08-03,completed,,82.14,6883579,S336
O3420151,2022-05-20,2022-05-25,completed,,91.33,2268212,S438
O3422468,2022-11-18,2022-11-23,completed,,103.54,7255150,S190
O3425592,2022-08-29,2022-08-30,completed,,90.33,1992771,S55
O3428696,2022-09-27,2022-09-29,completed,,52.0,2928340,S165
O3431571,2022-11-22,2022-11-23,abandoned,,116.85,8731679,S482
O3432270,2022-12-16,2022-12-21,canceled,,63.13,7132612,S14
O3433006,2022-05-30,2022-06-01,completed,Holiday Promotion,93.84,1746980,S265
O3434570,2022-06-13,2022-06-15,completed,,81.27,4447437,S418
O3434611,2022-10-10,2022-10-11,completed,Holiday Promotion,93.17,5127237,S212
O3439457,2022-08-27,2022-08-31,completed,,66.36,4376848,S16
O3440082,2022-11-07,2022-11-09,completed,,62.24,1282564,S72
O3447678,2022-12-27,2022-12-29,completed,,194.0,2142333,S395
O3448275,2022-09-08,2022-09-09,completed,,86.75,2238688,S195
O3449015,2022-11-23,2022-11-27,completed,,134.67,2054750,S437
O3449323,2022-05-20,2022-05-25,completed,,85.57,7165982,S418
O3449974,2022-01-05,2022-01-07,completed,,64.74,4914205,S203
O3452783,2022-06-13,2022-06-15,canceled,,75.15,6782578,S305
O3453186,2022-09-12,2022-09-14,completed,,58.83,8987058,S78
O3454703,2022-06-29,2022-06-30,completed,,103.64,1826642,S425
O3455181,2022-06-17,2022-06-22,completed,,81.24,2930324,S352
O3455868,2022-06-07,2022-06-08,completed,,80.82,8537258,S133
O3456044,2022-03-01,2022-03-02,completed,,81.63,2985886,S288
O3456122,2022-08-11,2022-08-16,completed,,69.19,4005087,S85
O3456642,2022-09-24,2022-09-26,abandoned,,54.81,9827217,S70
O3456665,2022-07-27,2022-07-28,completed,,74.64,8674431,S90
O3458384,2022-08-20,2022-08-22,completed,,93.68,4140281,S33
O3458821,2022-05-13,2022-05-18,completed,,54.59,3574315,S58
O3459524,2022-08-12,2022-08-17,abandoned,,83.59,9877349,S482
O3460460,2022-06-15,2022-06-17,completed,,87.98,4674001,S118
O3463893,2022-01-31,2022-02-02,completed,,95.93,1293401,S442
O3465348,2022-06-02,2022-06-03,abandoned,,50.05,2299591,S360
O3465708,2022-09-02,2022-09-07,completed,,74.55,7800751,S9
O3465887,2022-06-27,2022-06-28,completed,,110.45,2238688,S108
O3466778,2022-10-28,2022-11-02,completed,,36.44,3952868,S97
O3467268,2022-09-30,2022-10-04,completed,,106.55,9329577,S9
O3469069,2022-07-28,2022-07-29,completed,,55.55,6581282,S283
O3470505,2022-04-05,2022-04-06,completed,,74.17,5945778,S477
O3471676,2022-02-05,2022-02-07,completed,,58.59,6700229,S274
O3471813,2022-11-08,2022-11-10,completed,,84.67,6824506,S420
O3472949,2022-11-04,2022-11-08,completed,,49.88,8330747,S229
O3474660,2022-08-28,2022-08-29,completed,,72.13,2580050,S418
O3474878,2022-10-18,2022-10-19,completed,,77.57,4325979,S31
O3477394,2022-01-04,2022-01-06,completed,,96.22,6099442,S33
O3478667,2022-10-22,2022-10-26,completed,,62.88,6612704,S254
O3479031,2022-07-07,2022-07-12,completed,,45.5,4997652,S319
O3481929,2022-08-20,2022-08-24,completed,,60.05,5623978,S403
O3483830,2022-10-14,2022-10-19,completed,,77.95,4283669,S46
O3484677,2022-09-14,2022-09-15,completed,,86.6,5424417,S272
O3485145,2022-06-18,2022-06-22,abandoned,,74.59,8683151,S240
O3486250,2022-09-24,2022-09-28,canceled,,85.26,7188561,S407
O3487675,2022-01-14,2022-01-19,completed,,71.51,8172111,S498
O3487777,2022-09-20,2022-09-21,completed,,73.08,3673354,S138
O3488191,2022-08-07,2022-08-08,completed,,96.98,5181454,S341
O3488937,2022-11-24,2022-11-25,completed,Holiday Promotion,122.77,1001477,S440
O3489194,2022-03-17,2022-03-18,abandoned,,80.36,2452779,S270
O3491265,2022-10-20,2022-10-21,abandoned,,79.5,5945778,S196
O3493283,2022-05-29,2022-05-31,completed,,98.55,4197836,S59
O3496161,2022-12-16,2022-12-21,completed,,71.75,5945778,S183
O3497592,2022-08-22,2022-08-24,completed,,96.67,1542437,S345
O3499186,2022-08-25,2022-08-26,completed,,67.61,9684686,S250
O3499313,2022-08-29,2022-08-31,completed,,79.25,8049304,S456
O3499740,2022-09-20,2022-09-22,completed,,94.77,2452779,S346
O3499878,2022-08-25,2022-08-26,completed,,74.45,4649889,S201
O3502656,2022-05-30,2022-06-01,completed,Holiday Promotion,72.58,1821050,S282
O3502869,2022-11-01,2022-11-02,completed,,67.8,4283669,S300
O3503304,2022-11-23,2022-11-25,completed,,132.69,5564515,S273
O3503385,2022-07-01,2022-07-05,completed,,92.96,2556439,S446
O3504676,2022-01-31,2022-02-02,completed,,75.96,9102631,S154
O3507295,2022-12-01,2022-12-06,abandoned,,206.43,4650152,S393
O3508440,2022-04-12,2022-04-14,completed,,56.06,7088877,S172
O3510856,2022-11-17,2022-11-22,completed,,108.44,8330747,S415
O3511376,2022-07-22,2022-07-27,canceled,,89.47,9282121,S17
O3514842,2022-01-20,2022-01-25,abandoned,,66.19,1615757,S306
O3514935,2022-07-16,2022-07-20,completed,,79.27,8542181,S181
O3514975,2022-03-18,2022-03-22,completed,,78.33,1567849,S297
O3515420,2022-11-11,2022-11-15,abandoned,Holiday Promotion,83.99,5568477,S168
O3517029,2022-02-13,2022-02-15,completed,,65.33,1226076,S100
O3519195,2022-09-03,2022-09-07,abandoned,,84.59,2627261,S369
O3520989,2022-07-21,2022-07-26,completed,,87.3,1622551,S211
O3522351,2022-11-27,2022-11-29,abandoned,,170.21,1551943,S102
O3523913,2022-11-20,2022-11-21,completed,,77.82,1498466,S444
O3524192,2022-02-22,2022-02-24,abandoned,,57.88,4016716,S122
O3525038,2022-03-28,2022-03-30,completed,,82.77,5178590,S168
O3525734,2022-12-13,2022-12-15,abandoned,,88.64,4939530,S482
O3526836,2022-09-04,2022-09-08,completed,,66.07,9414374,S426
O3527512,2022-08-01,2022-08-03,completed,,86.03,2154365,S415
O3527820,2022-11-24,2022-11-29,completed,Holiday Promotion,140.6,8005707,S399
O3529500,2022-10-21,2022-10-25,completed,,60.52,3140639,S77
O3530385,2022-01-16,2022-01-20,completed,,103.96,8702361,S101
O3530856,2022-04-11,2022-04-12,completed,,75.75,3996829,S357
O3531483,2022-10-24,2022-10-25,completed,,65.73,7132612,S82
O3532383,2022-12-20,2022-12-21,completed,,102.5,4469142,S277
O3533999,2022-03-06,2022-03-07,completed,,63.72,6757759,S84
O3535375,2022-04-15,2022-04-19,completed,,192.6,4252313,S404
O3536452,2022-12-20,2022-12-22,completed,,94.82,8701111,S413
O3536519,2022-10-18,2022-10-19,completed,,59.35,3712813,S36
O3541321,2022-05-12,2022-05-13,completed,,60.76,5568477,S336
O3549114,2022-12-20,2022-12-22,completed,,105.8,9258642,S39
O3550776,2022-10-15,2022-10-17,completed,,76.17,8977200,S105
O3552085,2022-11-12,2022-11-16,completed,,56.39,2286269,S154
O3552858,2022-05-23,2022-05-25,completed,,65.17,3509330,S488
O3553720,2022-12-07,2022-12-08,completed,,70.94,6436471,S464
O3554451,2022-11-22,2022-11-23,completed,,121.11,2304841,S322
O3556956,2022-05-30,2022-06-01,completed,Holiday Promotion,69.16,9717181,S77
O3558965,2022-08-15,2022-08-17,abandoned,,53.24,7125915,S484
O3560690,2022-02-28,2022-03-01,completed,,66.53,4249544,S369
O3564596,2022-01-08,2022-01-10,completed,,98.59,6936985,S50
O3566677,2022-04-21,2022-04-22,completed,,105.67,6758541,S432
O3566800,2022-12-17,2022-12-19,completed,,102.71,3952868,S383
O3567535,2022-11-06,2022-11-08,completed,,75.87,1617761,S287
O3568814,2022-08-12,2022-08-16,completed,,167.39,1498466,S14
O3569270,2022-04-05,2022-04-07,completed,,73.92,8068724,S361
O3569770,2022-06-23,2022-06-24,completed,,80.94,6758541,S423
O3569889,2022-12-11,2022-12-13,abandoned,,88.38,9414804,S394
O3570954,2022-09-25,2022-09-26,completed,,75.32,9976412,S410
O3571928,2022-07-23,2022-07-25,completed,,75.51,9815485,S163
O3572624,2022-03-15,2022-03-16,abandoned,,105.28,9375024,S346
O3574216,2022-10-27,2022-11-01,completed,,82.48,4501760,S350
O3575940,2022-03-23,2022-03-24,completed,,66.03,1844163,S5
O3576095,2022-06-26,2022-06-27,abandoned,,74.77,8144758,S291
O3579875,2022-12-27,2022-12-29,completed,,181.83,8987058,S171
O3579912,2022-04-24,2022-04-25,completed,,123.67,2681515,S174
O3580108,2022-10-04,2022-10-05,completed,,93.74,1659149,S500
O3580362,2022-03-26,2022-03-28,completed,,96.93,8683151,S160
O3580857,2022-09-17,2022-09-21,completed,,77.25,8701111,S231
O3581646,2022-12-27,2022-12-29,completed,,209.52,8400709,S71
O3582015,2022-07-29,2022-08-03,completed,,97.73,8560415,S108
O3582375,2022-06-17,2022-06-21,completed,,96.36,4556576,S291
O3583900,2022-04-30,2022-05-02,completed,,211.56,4840457,S469
O3584681,2022-10-11,2022-10-13,completed,,85.53,8864962,S5
O3586902,2022-02-06,2022-02-08,completed,,68.53,7691684,S163
O3587684,2022-04-05,2022-04-06,completed,,74.83,1616736,S191
O3587820,2022-04-05,2022-04-07,completed,,90.42,1659149,S433
O3588802,2022-11-11,2022-11-16,canceled,Holiday Promotion,80.51,6299378,S257
O3592198,2022-01-20,2022-01-25,canceled,,75.7,3356614,S195
O3592707,2022-12-13,2022-12-14,completed,,100.49,7421409,S387
O3596232,2022-05-19,2022-05-24,completed,,95.64,9827217,S130
O3596900,2022-02-14,2022-02-16,completed,,93.79,5734395,S171
O3596941,2022-10-26,2022-10-27,completed,,71.77,1111239,S114
O3597173,2022-07-06,2022-07-08,completed,,65.94,1293930,S394
O3603158,2022-05-06,2022-05-11,completed,,66.26,1540517,S384
O3603802,2022-01-06,2022-01-11,completed,,86.49,9827217,S142
O3604858,2022-09-29,2022-10-04,abandoned,,83.69,9088851,S390
O3604912,2022-06-25,2022-06-27,completed,,61.18,9065374,S358
O3607328,2022-06-03,2022-06-08,completed,,53.59,7225525,S350
O3607896,2022-05-03,2022-05-04,completed,,95.54,9729810,S470
O3608669,2022-10-04,2022-10-06,completed,,92.16,5454387,S227
O3611924,2022-04-11,2022-04-13,completed,,75.76,2069469,S15
O3612686,2022-02-16,2022-02-18,completed,,57.15,4048114,S127
O3614337,2022-03-29,2022-03-30,completed,,51.98,5311480,S343
O3615868,2022-08-06,2022-08-10,completed,,96.18,5828634,S79
O3616232,2022-03-22,2022-03-23,canceled,,80.38,1997753,S383
O3616819,2022-12-19,2022-12-21,completed,,67.97,5462548,S451
O3617113,2022-02-10,2022-02-11,completed,,109.93,5932901,S484
O3617458,2022-01-11,2022-01-13,completed,,86.41,9823559,S207
O3617623,2022-04-22,2022-04-26,completed,,117.8,7341181,S124
O3619247,2022-11-22,2022-11-23,canceled,,92.8,8864962,S140
O3619417,2022-03-28,2022-03-30,completed,,64.8,4140146,S43
O3619493,2022-04-12,2022-04-14,completed,,74.76,7435861,S260
O3623921,2022-12-16,2022-12-21,completed,,80.84,8867920,S443
O3627417,2022-12-13,2022-12-14,completed,,94.08,6090234,S408
O3627974,2022-02-15,2022-02-17,completed,,74.95,1576898,S198
O3628194,2022-11-25,2022-11-29,abandoned,,122.53,1787308,S445
O3628702,2022-10-10,2022-10-12,completed,Holiday Promotion,71.99,4501760,S57
O3629799,2022-02-09,2022-02-10,completed,,57.23,9601567,S356
O3630114,2022-10-10,2022-10-11,completed,Holiday Promotion,85.23,8457361,S376
O3630843,2022-10-26,2022-10-28,completed,,70.56,6324780,S390
O3631798,2022-04-08,2022-04-12,completed,,79.24,5271277,S137
O3632297,2022-07-07,2022-07-12,completed,,72.63,2656228,S99
O3632551,2022-11-25,2022-11-30,completed,,146.94,4649889,S349
O3633754,2022-07-21,2022-07-22,completed,,82.41,1714318,S312
O3634529,2022-06-17,2022-06-21,completed,,84.92,7088877,S163
O3635565,2022-01-13,2022-01-14,completed,,66.67,2191784,S402
O3636176,2022-06-24,2022-06-29,completed,,107.32,4692843,S246
O3636693,2022-07-30,2022-08-01,completed,,76.43,3029319,S330
O3636813,2022-02-24,2022-03-01,completed,,86.51,7169890,S368
O3639657,2022-07-08,2022-07-12,completed,,77.98,3456574,S18
O3641546,2022-11-25,2022-11-30,completed,,147.95,8082071,S426
O3643570,2022-09-22,2022-09-27,completed,,72.54,6277907,S75
O3644072,2022-04-20,2022-04-22,completed,,67.02,1651157,S325
O3646965,2022-05-15,2022-05-17,completed,,58.73,1236904,S441
O3649179,2022-12-20,2022-12-21,completed,,100.45,4548639,S346
O3649994,2022-04-14,2022-04-19,completed,,78.03,4108169,S397
O3650028,2022-03-29,2022-03-31,completed,,67.0,2513128,S31
O3651096,2022-04-13,2022-04-14,completed,,65.02,9933780,S350
O3651580,2022-02-25,2022-03-02,completed,,56.6,5540146,S107
O3651587,2022-01-02,2022-01-04,completed,,82.78,2960304,S6
O3652900,2022-11-05,2022-11-09,completed,,89.21,9309678,S148
O3656241,2022-10-04,2022-10-05,completed,,91.91,4081656,S313
O3656689,2022-10-26,2022-10-27,completed,,53.75,2656228,S226
O3656703,2022-10-24,2022-10-25,completed,,86.27,6385679,S455
O3657511,2022-12-21,2022-12-22,completed,,83.75,7166877,S497
O3660481,2022-01-10,2022-01-12,completed,,87.02,7685428,S298
O3661160,2022-09-01,2022-09-02,completed,,75.64,5672824,S181
O3664325,2022-09-05,2022-09-06,completed,Holiday Promotion,75.52,3004832,S77
O3666938,2022-11-05,2022-11-07,completed,,36.23,3704571,S99
O3667218,2022-09-05,2022-09-06,completed,Holiday Promotion,66.45,8498259,S239
O3668206,2022-02-20,2022-02-22,completed,,55.53,3952868,S212
O3670293,2022-02-04,2022-02-08,completed,,77.13,3809926,S342
O3671008,2022-12-22,2022-12-27,completed,,128.83,5462548,S227
O3672763,2022-04-29,2022-05-04,completed,,213.16,8051773,S155
O3672950,2022-11-21,2022-11-23,completed,,88.85,2773931,S21
O3673258,2022-05-18,2022-05-20,completed,,96.43,5708111,S383
O3673763,2022-01-28,2022-02-02,completed,,74.27,1821050,S202
O3673778,2022-10-20,2022-10-21,completed,,61.2,1899035,S308
O3675921,2022-12-05,2022-12-07,completed,,80.02,9135607,S101
O3676712,2022-06-27,2022-06-28,completed,,53.06,6277907,S328
O3677504,2022-08-18,2022-08-19,completed,,66.25,3345240,S318
O3678409,2022-11-20,2022-11-22,completed,,81.89,9091008,S428
O3681106,2022-09-25,2022-09-27,completed,,71.31,7358334,S482
O3683425,2022-07-06,2022-07-08,completed,,85.63,8701111,S343
O3684122,2022-08-11,2022-08-16,completed,,79.68,4389051,S397
O3684826,2022-01-14,2022-01-18,completed,,63.88,4553599,S334
O3684996,2022-04-15,2022-04-19,completed,,102.74,8049304,S161
O3685074,2022-05-07,2022-05-09,completed,,63.75,1402982,S5
O3685521,2022-05-28,2022-06-01,completed,,55.1,1787308,S495
O3686222,2022-03-30,2022-03-31,abandoned,,72.05,9329577,S385
O3688441,2022-12-27,2022-12-28,completed,,188.69,6099442,S405
O3688652,2022-07-17,2022-07-18,abandoned,,92.8,1384106,S378
O3692217,2022-09-04,2022-09-08,completed,,66.56,2932698,S496
O3692979,2022-03-12,2022-03-14,completed,,89.84,3478916,S485
O3694127,2022-06-10,2022-06-15,completed,,66.58,9877349,S33
O3695182,2022-12-26,2022-12-27,completed,Holiday Promotion,184.21,1153334,S61
O3695303,2022-08-16,2022-08-18,completed,,60.22,2765574,S218
O3695665,2022-04-06,2022-04-08,completed,,72.92,5267385,S88
O3696260,2022-11-23,2022-11-27,abandoned,,146.01,5062231,S388
O3696356,2022-11-20,2022-11-22,completed,,59.9,3161875,S374
O3697907,2022-02-24,2022-02-25,completed,,77.69,7924486,S414
O3698911,2022-11-03,2022-11-08,completed,,46.5,7527962,S259
O3702794,2022-11-12,2022-11-14,completed,,94.34,1400050,S302
O3704602,2022-08-17,2022-08-19,completed,,99.29,5099619,S53
O3706246,2022-02-05,2022-02-07,completed,,61.19,8498259,S129
O3706708,2022-10-04,2022-10-06,abandoned,,56.41,1293930,S82
O3706906,2022-03-16,2022-03-18,abandoned,,118.12,1720409,S308
O3708069,2022-06-24,2022-06-29,completed,,81.65,8202216,S173
O3708214,2022-11-24,2022-11-29,completed,Holiday Promotion,152.97,2784814,S291
O3711059,2022-07-18,2022-07-19,completed,,74.99,1498466,S370
O3712055,2022-04-02,2022-04-06,completed,,93.38,6757759,S426
O3712423,2022-11-21,2022-11-22,completed,,100.36,6688331,S389
O3714474,2022-08-05,2022-08-10,completed,,51.21,8537258,S455
O3714949,2022-11-17,2022-11-18,completed,,67.19,1092018,S79
O3715005,2022-04-21,2022-04-26,abandoned,,109.69,6656013,S482
O3717522,2022-02-12,2022-02-16,completed,,78.82,9877349,S344
O3717738,2022-04-18,2022-04-19,abandoned,,85.79,4447437,S430
O3720865,2022-08-28,2022-08-29,completed,,51.03,4081656,S316
O3724203,2022-11-29,2022-12-01,completed,,194.85,3140639,S131
O3726257,2022-03-12,2022-03-16,completed,,52.32,5062231,S38
O3726939,2022-12-20,2022-12-22,completed,,86.21,1560378,S478
O3728581,2022-09-06,2022-09-07,completed,,61.71,4650152,S60
O3728952,2022-02-03,2022-02-08,completed,,84.59,1366901,S52
O3730025,2022-12-19,2022-12-21,completed,,88.6,9786338,S382
O3733307,2022-03-24,2022-03-25,completed,,75.34,3134009,S279
O3735640,2022-08-19,2022-08-23,abandoned,,70.62,7564936,S488
O3736105,2022-06-27,2022-06-28,completed,,51.97,9877349,S291
O3737113,2022-05-27,2022-05-31,completed,,82.85,9414374,S268
O3738226,2022-12-27,2022-12-29,completed,,480.69,8537258,S101
O3739092,2022-12-19,2022-12-21,completed,,84.43,4857875,S296
O3745048,2022-03-03,2022-03-04,completed,,81.64,1720409,S370
O3746861,2022-09-07,2022-09-09,completed,,75.07,2238688,S222
O3751830,2022-07-23,2022-07-25,completed,,75.11,9547576,S220
O3752048,2022-12-20,2022-12-22,completed,,102.11,8683151,S56
O3759029,2022-12-19,2022-12-20,completed,,95.32,1757332,S351
O3759489,2022-06-20,2022-06-21,completed,Holiday Promotion,90.82,5181454,S179
O3759829,2022-11-20,2022-11-22,completed,,59.67,1950540,S321
O3760049,2022-02-05,2022-02-07,completed,,58.8,8867920,S376
O3760567,2022-09-17,2022-09-21,completed,,81.86,2313940,S196
O3761444,2022-07-02,2022-07-06,completed,,57.92,3971521,S372
O3761992,2022-11-09,2022-11-10,completed,,95.84,1867999,S491
O3763528,2022-12-30,2023-01-03,completed,,243.05,3324445,S380
O3765125,2022-04-19,2022-04-20,completed,,51.4,9775257,S271
O3765192,2022-02-17,2022-02-18,completed,,102.35,4930054,S443
O3767666,2022-04-23,2022-04-27,completed,,109.97,2274986,S129
O3769454,2022-12-14,2022-12-15,completed,,86.41,1821050,S95
O3769944,2022-03-18,2022-03-22,canceled,,97.43,7533393,S401
O3770470,2022-12-22,2022-12-27,completed,,114.99,9729810,S133
O3770530,2022-12-16,2022-12-21,canceled,,85.68,6399134,S346
O3771350,2022-09-08,2022-09-13,completed,,89.52,7024045,S207
O3772427,2022-02-15,2022-02-17,completed,,76.08,7375629,S331
O3772701,2022-10-14,2022-10-18,abandoned,,70.39,7678791,S74
O3772753,2022-07-14,2022-07-19,completed,,94.75,9775257,S425
O3773097,2022-10-04,2022-10-05,completed,,68.12,9827217,S180
O3774451,2022-12-27,2022-12-28,abandoned,,437.75,1821050,S450
O3775305,2022-09-04,2022-09-06,completed,,49.43,3809926,S133
O3777120,2022-08-07,2022-08-09,completed,,63.39,7097431,S255
O3777724,2022-08-16,2022-08-17,abandoned,,87.62,7132612,S201
O3777761,2022-04-01,2022-04-06,completed,,82.27,4926677,S292
O3778384,2022-12-31,2023-01-05,completed,,120.07,6250131,S389
O3784630,2022-06-13,2022-06-15,completed,,66.28,1091000,S23
O3787082,2022-06-25,2022-06-29,completed,,89.18,8808725,S196
O3788001,2022-02-24,2022-02-25,completed,,63.47,2274986,S282
O3788973,2022-03-04,2022-03-08,abandoned,,78.19,6688331,S113
O3791866,2022-08-23,2022-08-25,completed,,212.26,2874107,S100
O3792581,2022-03-10,2022-03-11,abandoned,,89.7,1249215,S415
O3795694,2022-04-10,2022-04-12,completed,,61.95,4682261,S122
O3796113,2022-03-17,2022-03-22,abandoned,,72.83,1787308,S395
O3796771,2022-09-04,2022-09-06,completed,,86.25,3140639,S29
O3797347,2022-07-15,2022-07-19,completed,,60.37,2445583,S184
O3797917,2022-01-21,2022-01-25,completed,,68.38,7260178,S203
O3801421,2022-12-17,2022-12-21,completed,,70.11,4197836,S68
O3801876,2022-12-26,2022-12-28,completed,Holiday Promotion,202.22,4385917,S254
O3802288,2022-12-04,2022-12-06,completed,,43.27,4877941,S329
O3803416,2022-12-19,2022-12-20,completed,,74.56,3785557,S323
O3806768,2022-06-13,2022-06-14,completed,,171.37,2356854,S137
O3807091,2022-11-04,2022-11-08,abandoned,,78.02,8987058,S417
O3807662,2022-08-19,2022-08-24,completed,,73.56,2454332,S388
O3808260,2022-03-24,2022-03-29,completed,,77.7,3996829,S106
O3809585,2022-05-17,2022-05-19,completed,,70.33,8498259,S181
O3810880,2022-05-20,2022-05-25,completed,,60.17,9827217,S19
O3813217,2022-02-26,2022-02-28,completed,,64.48,9222333,S366
O3814683,2022-03-23,2022-03-25,completed,,58.91,4372878,S225
O3815201,2022-09-06,2022-09-07,completed,,122.28,5734395,S474
O3815320,2022-08-19,2022-08-24,completed,,63.29,6782578,S353
O3815491,2022-02-08,2022-02-10,completed,,86.13,1738684,S371
O3816151,2022-10-14,2022-10-19,completed,,65.6,2494898,S329
O3816595,2022-02-13,2022-02-14,completed,,79.32,5969307,S320
O3818559,2022-12-20,2022-12-21,completed,,92.29,5734395,S228
O3821320,2022-05-02,2022-05-03,abandoned,,77.86,9133132,S317
O3821899,2022-11-13,2022-11-15,completed,,86.94,1651157,S429
O3823116,2022-10-14,2022-10-18,completed,,58.66,2445583,S458
O3824898,2022-02-02,2022-02-04,abandoned,,65.86,6883579,S398
O3826865,2022-03-11,2022-03-15,completed,,64.5,2556439,S272
O3827401,2022-01-25,2022-01-26,canceled,,65.47,7828124,S269
O3827496,2022-01-24,2022-01-26,completed,,80.23,7924486,S490
O3827983,2022-07-20,2022-07-22,completed,,95.29,7472629,S76
O3828658,2022-12-25,2022-12-27,completed,Holiday Promotion,160.7,1899035,S339
O3828780,2022-08-30,2022-09-01,completed,,89.61,1039729,S22
O3829916,2022-11-30,2022-12-01,completed,,203.66,1153334,S144
O3834135,2022-07-19,2022-07-21,completed,,86.54,7443791,S55
O3834153,2022-09-05,2022-09-07,completed,Holiday Promotion,76.34,3004832,S256
O3834733,2022-05-05,2022-05-10,completed,,76.65,4140146,S408
O3835305,2022-05-06,2022-05-10,abandoned,,61.78,6355078,S245
O3836049,2022-03-18,2022-03-23,completed,,72.91,8185168,S204
O3836616,2022-09-29,2022-10-04,completed,,67.21,5809582,S308
O3838153,2022-03-30,2022-03-31,completed,,116.91,9933780,S151
O3838999,2022-09-08,2022-09-13,completed,,83.01,8822701,S369
O3841850,2022-03-10,2022-03-11,abandoned,,62.12,6420412,S194
O3842033,2022-01-15,2022-01-19,abandoned,,220.92,4932160,S84
